date,cell_ll_lat,cell_ll_lon,mmsi,hours,fishing_hours
2024-11-14,24.8,119.1,412451306,0.6233,0
2024-11-14,24.8,119.2,412451306,1.2819,1.2819
2024-11-14,24.8,119,412451306,0.4602,0.4602
2024-11-14,24.8,119.1,412451312,0.5172,0.5172
2024-11-14,24.8,119.2,412451312,4.6188,4.6188
2024-11-14,24.8,119.4,412451312,2.4222,2.4222
2024-11-14,24.8,119.3,412451312,12.6133,12.6133
2024-11-14,24.8,119.8,412451338,0.2194,0.2194
2024-11-14,24.8,118.8,412451341,17.6363,0.8819
2024-11-14,24.8,119.3,412451347,6.0966,6.0966
2024-11-14,24.8,119.7,412451367,1.6911,1.6911
2024-11-14,24.8,119.4,412451367,1.4655,1.4655
2024-11-14,24.8,119,412451367,0.6502,0
2024-11-14,24.8,119.1,412451367,1.1286,1.1286
2024-11-14,24.8,119.3,412451367,1.1122,1.1122
2024-11-14,24.8,119.2,412451367,1.8294,1.8294
2024-11-14,24.8,118.8,412451368,22.0363,0
2024-11-14,24.8,119.2,412451372,13.7238,13.7238
2024-11-14,24.8,119.1,412451372,3.3322,3.3322
2024-11-14,24.8,119.7,412451431,4.9455,4.9455
2024-11-14,24.8,119.1,412451431,0.8808,0
2024-11-14,24.8,119.5,412451431,1.6747,1.6747
2024-11-14,24.8,119.2,412451431,0.353,0
2024-11-14,24.8,119.6,412451431,2.0344,2.0344
2024-11-14,24.8,119.4,412451431,2.0936,2.0936
2024-11-14,24.8,119,412451431,0.5916,0
2024-11-14,24.8,118.8,412451435,0,0
2024-11-14,24.8,118.8,412451438,40.3091,0
2024-11-14,24.8,119,412451467,0.7988,0
2024-11-14,24.8,118.9,412451468,0.6063,0
2024-11-14,24.8,118.8,412451468,0.6827,0
2024-11-14,24.8,119.5,412451485,1.1691,0.3925
2024-11-14,24.8,119.7,412451485,6.1038,5.8155
2024-11-14,24.8,119.8,412451485,3.0213,1.6425
2024-11-14,24.8,119.6,412451485,4.6563,4.5125
2024-11-14,24.8,118.9,412451488,15.0002,0
2024-11-14,24.8,119.2,412451488,2.393,2.393
2024-11-14,24.8,119,412451488,0.8341,0
2024-11-14,24.8,119.1,412451488,1.2494,0.9997
2024-11-14,24.8,119.7,412451495,0.2586,0.2586
2024-11-14,24.8,119.3,412451535,0.758,0.758
2024-11-14,24.8,119.5,412451535,2.6316,2.3238
2024-11-14,24.8,119.6,412451535,3.8894,3.3066
2024-11-14,24.8,119.4,412451535,1.8424,1.093
2024-11-14,24.8,119.6,412451543,2.9122,2.9122
2024-11-14,24.8,119.6,412451546,2.4324,2.4324
2024-11-14,24.8,119.4,412451546,2.5924,2.2258
2024-11-14,24.8,119.5,412451546,2.9319,2.2316
2024-11-14,24.8,119.2,412451581,3.5272,3.5272
2024-11-14,24.8,119.1,412451581,6.8122,6.8122
2024-11-14,24.8,119,412451608,2.5411,2.5411
2024-11-14,24.8,119.4,412451622,2.0772,2.0772
2024-11-14,24.8,119.5,412451622,2.2613,2.2613
2024-11-14,24.8,119.3,412451622,5.2269,5.2269
2024-11-14,24.8,119.1,412451651,3.6886,3.6886
2024-11-14,24.8,119.2,412451651,4.0391,4.0391
2024-11-14,24.8,119.2,412451654,2.49,2.49
2024-11-14,24.8,119.3,412451654,5.4786,5.4786
2024-11-14,24.8,119.1,412451654,11.8244,11.8244
2024-11-14,24.8,119.4,412451655,4.5938,4.5938
2024-11-14,24.8,119.2,412451655,0.05,0
2024-11-14,24.8,119.3,412451655,6.7091,5.0263
2024-11-14,24.8,119.1,412451655,0.4588,0
2024-11-14,24.8,119,412451657,0.5499,0
2024-11-14,24.8,119.1,412451657,1.5747,1.5747
2024-11-14,24.8,119.3,412451657,0.7588,0.7588
2024-11-14,24.8,119.2,412451657,7.1513,7.1513
2024-11-14,24.8,119,412451677,1.0244,0.4494
2024-11-14,24.8,119.1,412451677,9.8369,9.3452
2024-11-14,24.8,119.2,412451677,0.9927,0.9927
2024-11-14,24.8,118.6,412451714,0,0
2024-11-14,24.8,119.4,412451733,5.7625,0
2024-11-14,24.8,119.7,412451745,6.4055,6.4055
2024-11-14,24.8,119.5,412451745,2.5491,2.5491
2024-11-14,24.8,119.6,412451745,3.5491,2.3041
2024-11-14,24.8,119.7,412451751,2.4786,2.1786
2024-11-14,24.8,119.8,412451751,0.6169,0.6169
2024-11-14,24.8,119.1,412451755,8.7836,8.7836
2024-11-14,24.8,119,412451755,0.1755,0.1755
2024-11-14,24.8,119.2,412451755,4.2683,4.2683
2024-11-14,24.8,119,412451756,0.5327,0
2024-11-14,24.8,118.9,412451756,0.5794,0
2024-11-14,24.8,119.1,412451756,0.0475,0
2024-11-14,24.8,119.7,412451759,2.743,2.743
2024-11-14,24.8,119.8,412451759,1.4927,1.4927
2024-11-14,24.8,118.6,412451765,14.2558,0
2024-11-14,24.8,119.2,412451776,5.6266,4.3011
2024-11-14,24.8,119,412451776,0.1586,0
2024-11-14,24.8,119.1,412451776,5.9027,3.2658
2024-11-14,24.8,119.1,412451788,0.875,0.875
2024-11-14,24.8,119.2,412451788,13.95,13.95
2024-11-14,24.8,119.8,412451801,0.9752,0.9752
2024-11-14,24.8,119.4,412451806,0.25,0.25
2024-11-14,24.8,119.3,412451806,1.5755,0.6225
2024-11-14,24.8,119.2,412451806,0.4002,0.4002
2024-11-14,24.8,119.8,412451811,0.2655,0.2655
2024-11-14,24.8,119.9,412451811,0.135,0.135
2024-11-14,24.8,119.8,412451819,4.8005,4.8005
2024-11-14,24.8,118.9,412451824,8.3319,0
2024-11-14,24.8,118.8,412451824,0.4683,0
2024-11-14,24.8,119,412451839,0.5719,0
2024-11-14,24.8,118.8,412451839,0.6611,0
2024-11-14,24.8,119.2,412451839,0.4338,0
2024-11-14,24.8,119.1,412451839,0.5966,0
2024-11-14,24.8,118.9,412451839,0.5002,0
2024-11-14,24.8,119.3,412451839,0.4394,0
2024-11-14,24.8,119.1,412451845,3.4425,2.5516
2024-11-14,24.8,119.2,412451845,0.3502,0
2024-11-14,24.8,118.9,412451846,0,0
2024-11-14,24.8,119.7,412451854,7.3808,7.3808
2024-11-14,24.8,118.8,412451856,1.3975,0
2024-11-14,24.8,119.1,412451857,0.8405,0
2024-11-14,24.8,119.2,412451857,0.0916,0
2024-11-14,24.8,118.8,412451858,0.2822,0
2024-11-14,24.8,118.9,412451858,3.8608,0
2024-11-14,24.8,119.1,412451859,2.4761,2.4761
2024-11-14,24.8,119.2,412451859,3.2694,3.2694
2024-11-14,24.8,119.4,412451867,3.8994,3.8994
2024-11-14,24.8,119.6,412451867,6.2458,6.2458
2024-11-14,24.8,119.7,412451867,2.6708,2.6708
2024-11-14,24.8,119.7,412451868,0.4647,0.4647
2024-11-14,24.8,119.6,412451868,20.4436,0.5416
2024-11-14,24.8,119.7,412451885,12.0147,12.0147
2024-11-14,24.8,118.9,412451887,30.4475,0
2024-11-14,24.8,119.4,412451893,0.9252,0.9252
2024-11-14,24.8,119.3,412451899,10.1494,10.1494
2024-11-14,24.8,119.4,412451899,5.2552,5.2552
2024-11-14,24.8,119.9,412451908,1.6258,1.6258
2024-11-14,24.8,119.9,412451909,2.0638,0
2024-11-14,24.8,119.8,412451909,0.833,0.2416
2024-11-14,24.8,118.9,412451911,14.3061,0.1002
2024-11-14,24.8,119.2,412451915,9.5463,9.5463
2024-11-14,24.8,119.3,412451915,4.1966,4.1966
2024-11-14,24.8,119.1,412451915,4.3994,4.3994
2024-11-14,24.8,119.8,412451928,1.87,1.87
2024-11-14,24.8,119.9,412451928,1.0191,1.0191
2024-11-14,24.8,119,412451936,0.2425,0
2024-11-14,24.8,119.2,412451936,1.8761,1.6355
2024-11-14,24.8,119.1,412451936,11.6213,8.6911
2024-11-14,24.8,120.1,412451947,3.9072,0
2024-11-14,24.8,120,412451947,0.9672,0
2024-11-14,24.8,120,412451952,0.2575,0
2024-11-14,24.8,120.1,412451952,3.6811,0
2024-11-14,24.8,118.8,412451955,1.1772,0
2024-11-14,24.8,119.4,412451972,7.8688,7.8688
2024-11-14,24.8,119.3,412451972,6.4769,6.4769
2024-11-14,24.8,119.6,412451973,0.0783,0.0783
2024-11-14,24.8,118.9,412451975,0.2136,0.0069
2024-11-14,24.8,118.8,412451979,0.2586,0
2024-11-14,24.8,118.9,412451979,0.2502,0
2024-11-14,24.8,119,412451983,0.76,0.76
2024-11-14,24.8,118.9,412451992,12.6913,0
2024-11-14,24.8,118.8,412451992,1.0552,0
2024-11-14,24.8,119.6,412451999,0.9116,0.9116
2024-11-14,24.8,119.8,412451999,0.7836,0.7836
2024-11-14,24.8,119.7,412451999,4.7788,4.7788
2024-11-14,24.8,119.1,412452003,0.3344,0
2024-11-14,24.8,119.5,412452003,3.7236,3.618
2024-11-14,24.8,119.7,412452003,1.4055,1.4055
2024-11-14,24.8,119.4,412452036,0.248,0
2024-11-14,24.8,119.6,412452036,1.7572,1.2488
2024-11-14,24.8,119.5,412452036,1.4613,1.0122
2024-11-14,24.8,119.2,412452037,0.3163,0
2024-11-14,24.8,119.1,412452037,0.4416,0
2024-11-14,24.8,118.8,412452049,23.3844,0
2024-11-14,24.8,119,412452059,0.833,0.833
2024-11-14,24.8,120,412452077,0.2502,0
2024-11-14,24.8,119.9,412452077,0.5988,0
2024-11-14,24.8,119.1,412452084,2.4083,2.4083
2024-11-14,24.8,119,412452084,2.8941,2.8941
2024-11-14,24.8,119.3,412452085,1.2516,0.7983
2024-11-14,24.8,119.4,412452085,0.4163,0.4163
2024-11-14,24.8,119.6,412452086,3.7374,3.7374
2024-11-14,24.8,119.5,412452086,3.5591,3.5591
2024-11-14,24.8,119.4,412452086,0.9297,0.9297
2024-11-14,24.8,119.1,412452086,0.0736,0
2024-11-14,24.8,119.7,412452086,1.8847,1.8847
2024-11-14,24.8,119.3,412452086,2.1036,2.1036
2024-11-14,24.8,119.2,412452097,7.3505,7.1422
2024-11-14,24.8,119.1,412452097,3.7108,3.2177
2024-11-14,24.8,119.2,412452116,4.5066,4.5066
2024-11-14,24.8,119,412452116,0.2669,0.2669
2024-11-14,24.8,119.1,412452116,9.2186,9.2186
2024-11-14,24.8,119.3,412452146,8.323,8.323
2024-11-14,24.8,119.4,412452146,3.0883,3.0883
2024-11-14,24.8,119.2,412452146,1.9086,1.9086
2024-11-14,24.8,119.1,412452146,0.7258,0
2024-11-14,24.8,118.9,412452156,12.9094,0
2024-11-14,24.8,119.1,412452156,1.2405,1.2405
2024-11-14,24.8,119,412452156,4.4194,3.6111
2024-11-14,24.8,119.9,412452247,0.2286,0.2286
2024-11-14,24.8,119.6,412452247,0.4922,0
2024-11-14,24.8,119.7,412452247,1.1238,0.1813
2024-11-14,24.8,119.5,412452247,6.3619,6.0875
2024-11-14,24.8,118.8,412452422,0.2663,0
2024-11-14,24.8,118.9,412452422,10.3191,0
2024-11-14,24.8,118.9,412452512,0.9483,0
2024-11-14,24.8,119.7,412452563,0.6749,0
2024-11-14,24.8,119.6,412452563,3.0305,0
2024-11-14,24.8,119,412452563,0.5252,0
2024-11-14,24.8,118.9,412452563,1.1058,0
2024-11-14,24.8,119.8,412452563,1.0999,1.0999
2024-11-14,24.8,119.7,412452568,4.5097,1.4919
2024-11-14,24.8,118.9,412452569,16.3716,0
2024-11-14,24.8,118.9,412452577,0.0588,0.0588
2024-11-14,24.8,118.8,412452577,24.7066,5.1897
2024-11-14,24.8,119.7,412452586,0.2997,0.2997
2024-11-14,24.8,119.6,412452586,2.7452,0
2024-11-14,24.8,119.5,412452586,3.7466,0
2024-11-14,24.8,119.2,412452591,2.3077,2.3077
2024-11-14,24.8,119,412452591,0.3169,0.3169
2024-11-14,24.8,119.1,412452591,4.4044,4.4044
2024-11-14,24.8,119.6,412452592,0.8161,0.8161
2024-11-14,24.8,119.4,412452592,1.1938,1.1938
2024-11-14,24.8,119.5,412452595,0.9952,0.9952
2024-11-14,24.8,119.2,412452602,1.1755,1.1755
2024-11-14,24.8,119.4,412452602,4.4872,3.6175
2024-11-14,24.8,119.3,412452602,9.2241,8.9241
2024-11-14,24.8,119.7,412452603,4.0144,1.2466
2024-11-14,24.8,119.8,412452603,0.6736,0.6736
2024-11-14,24.8,119.6,412452615,1.3502,0
2024-11-14,24.8,119.8,412452625,1.2344,0.9508
2024-11-14,24.8,119.6,412452635,0.4525,0.4525
2024-11-14,24.8,119.7,412452635,9.0838,9.0838
2024-11-14,24.8,119.3,412452639,0.6069,0
2024-11-14,24.8,119.1,412452639,0.5288,0
2024-11-14,24.8,119.2,412452639,0.6141,0
2024-11-14,24.8,119,412452639,1.6733,0
2024-11-14,24.8,119.5,412452639,0.5083,0
2024-11-14,24.8,119.6,412452639,0.385,0
2024-11-14,24.8,119.4,412452639,0.5272,0
2024-11-14,24.8,119.2,412452641,0.5797,0
2024-11-14,24.8,119.3,412452641,0.6836,0
2024-11-14,24.8,119.4,412452641,0.4997,0
2024-11-14,24.8,119.5,412452641,0.175,0
2024-11-14,24.8,119.8,412452645,0.2911,0.2911
2024-11-14,24.8,119.7,412452645,5.5608,5.2936
2024-11-14,24.8,119.4,412452657,0.5241,0.3469
2024-11-14,24.8,119.5,412452657,9.0033,8.2408
2024-11-14,24.8,119.6,412452657,0.6225,0.6225
2024-11-14,24.8,119.1,412452665,0.8202,0.8202
2024-11-14,24.8,119,412452665,0.965,0.965
2024-11-14,24.8,119.7,412452672,2.9527,2.9527
2024-11-14,24.8,119.2,412452681,0.3586,0
2024-11-14,24.8,119,412452733,0.6752,0
2024-11-14,24.8,119.2,412452733,3.3338,3.3338
2024-11-14,24.8,119.1,412452733,4.9936,4.9936
2024-11-14,24.8,119.6,412452734,0.2752,0.2752
2024-11-14,24.8,119.7,412452734,3.413,3.413
2024-11-14,24.8,118.6,412452742,21.9666,0
2024-11-14,24.8,118.9,412452758,15.3008,0
2024-11-14,24.8,119.4,412452765,1.4175,0.2594
2024-11-14,24.8,119.7,412452776,0.3341,0.3341
2024-11-14,24.8,119.8,412452776,0.6311,0.6311
2024-11-14,24.8,119.3,412452784,3.1752,3.1752
2024-11-14,24.8,119.1,412452784,1.9072,1.9072
2024-11-14,24.8,119,412452784,0.483,0.358
2024-11-14,24.8,119.2,412452784,9.0122,9.0122
2024-11-14,24.8,119.8,412452787,0.6588,0.2666
2024-11-14,24.8,119.2,412452797,3.9138,3.9138
2024-11-14,24.8,119.1,412452797,0.8733,0.8733
2024-11-14,24.8,119.3,412452797,7.0477,3.3963
2024-11-14,24.8,118.8,412452803,0.0511,0
2024-11-14,24.8,118.9,412452803,1.4427,0
2024-11-14,24.8,119.8,412452815,3.0516,2.518
2024-11-14,24.8,119.2,412452824,3.5033,3.5033
2024-11-14,24.8,119.1,412452824,5.1788,5.1788
2024-11-14,24.8,118.9,412452831,32.7316,0
2024-11-14,24.8,119,412452832,0.3738,0
2024-11-14,24.8,119.1,412452832,4.6813,4.6813
2024-11-14,24.8,119.2,412452832,3.9827,3.9827
2024-11-14,24.8,119.5,412452837,1.8536,1.8536
2024-11-14,24.8,119.6,412452837,4.8066,4.8066
2024-11-14,24.8,119.7,412452838,3.5469,3.5469
2024-11-14,24.8,119.8,412452838,0.3497,0.3497
2024-11-14,24.8,119.8,412452841,2.7536,2.7536
2024-11-14,24.8,119.7,412452844,2.9099,2.9099
2024-11-14,24.8,119.8,412452844,0.2505,0.2505
2024-11-14,24.8,119.3,412452848,4.155,4.155
2024-11-14,24.8,119.7,412452848,1.3,1.3
2024-11-14,24.8,119.7,412452853,5.3205,5.3205
2024-11-14,24.8,119.4,412452853,0.8916,0.8916
2024-11-14,24.8,119.6,412452853,0.9452,0.4119
2024-11-14,24.8,119.5,412452853,1.1247,1.1247
2024-11-14,24.8,119.6,412452856,0.2241,0.2241
2024-11-14,24.8,119.7,412452856,11.2738,11.2738
2024-11-14,24.8,119.6,412452868,3.0011,3.0011
2024-11-14,24.8,119.1,412452884,0.8183,0
2024-11-14,24.8,119.3,412452884,0.9069,0
2024-11-14,24.8,119,412452884,0.2058,0
2024-11-14,24.8,119.2,412452884,0.5619,0
2024-11-14,24.8,119.9,412452909,0.0888,0
2024-11-14,24.8,119.7,412452909,0.5788,0
2024-11-14,24.8,119.5,412452909,0.8019,0.2338
2024-11-14,24.8,119.6,412452909,2.7177,2.4594
2024-11-14,24.8,119.8,412452909,0.6783,0
2024-11-14,24.8,119.6,412452919,1.0311,0.7505
2024-11-14,24.8,119.7,412452922,2.5927,2.5927
2024-11-14,24.8,119.9,412452924,1.2786,1.2786
2024-11-14,24.8,119.8,412452924,1.9838,1.9838
2024-11-14,24.8,119.7,412452927,0.5994,0
2024-11-14,24.8,119.8,412452927,0.038,0
2024-11-14,24.8,119.8,412452937,0.2416,0.2416
2024-11-14,24.8,119.3,412452947,0.5924,0
2024-11-14,24.8,119.5,412452947,0.3166,0
2024-11-14,24.8,119.4,412452947,0.6663,0
2024-11-14,24.8,119.6,412452948,1.5019,1.5019
2024-11-14,24.8,119.7,412452948,2.3691,1.8491
2024-11-14,24.8,119.2,412452952,8.045,8.045
2024-11-14,24.8,119.1,412452952,5.5797,5.5797
2024-11-14,24.8,119,412452966,0.0913,0
2024-11-14,24.8,118.9,412452966,17.6152,0
2024-11-14,24.8,119.6,412452974,2.2813,0.1494
2024-11-14,24.8,119.1,412452974,0.653,0
2024-11-14,24.8,119.4,412452974,0.5066,0
2024-11-14,24.8,119.5,412452974,2.3636,0.6433
2024-11-14,24.8,119.2,412452974,0.668,0
2024-11-14,24.8,119,412452974,0.09,0
2024-11-14,24.8,119.3,412452974,0.4936,0
2024-11-14,24.8,119,412452987,3.2372,3.2372
2024-11-14,24.8,119.1,412452987,2.4449,2.4449
2024-11-14,24.8,119.2,412452987,0.1669,0.1669
2024-11-14,24.8,119.2,412452998,6.8002,6.8002
2024-11-14,24.8,119.7,412453385,10.5952,10.5952
2024-11-14,24.8,119,412453620,5.7011,5.7011
2024-11-14,24.8,119.1,412455822,2.3747,2.2225
2024-11-14,24.8,119.2,412455822,3.1716,0
2024-11-14,24.8,119.3,412458545,3.0961,0
2024-11-14,24.8,119.4,412458545,0.26,0
2024-11-14,24.8,119.6,412458545,5.203,5.203
2024-11-14,24.8,119.5,412458545,1.8255,1.8255
2024-11-14,24.8,119.1,412459000,0.2741,0
2024-11-14,24.8,119.2,412459000,0.4516,0
2024-11-14,24.8,119.6,412459000,1.1283,0
2024-11-14,24.8,119,412459000,1.6261,0
2024-11-14,24.8,119.4,412459000,1.5588,0
2024-11-14,24.8,119.5,412459000,0.3155,0
2024-11-14,24.8,119.7,412459000,0.2575,0
2024-11-14,24.8,119.4,412459907,9.7122,9.7122
2024-11-14,24.8,119.7,412459931,1.0588,1.0588
2024-11-14,24.8,119.4,412459931,0.2997,0
2024-11-14,24.8,119.3,412459931,4.5416,0
2024-11-14,24.8,119.6,412459931,2.9152,1.7452
2024-11-14,24.8,118.8,412459941,30.3374,0
2024-11-14,24.8,119.8,412459953,0.4586,0.2083
2024-11-14,24.8,119.6,412459958,0.6663,0.1
2024-11-14,24.8,119.5,412459958,0.5586,0.3083
2024-11-14,24.8,119.7,412459963,11.0561,11.0561
2024-11-14,24.8,119.6,412459963,0.2627,0.2627
2024-11-14,24.8,119.4,412459968,6.0419,5.5336
2024-11-14,24.8,119.3,412459968,8.6197,8.6197
2024-11-14,24.8,119.2,412459968,1.8519,1.8519
2024-11-14,24.8,118.6,412459986,0.1997,0
2024-11-14,24.8,118.8,412459988,0,0
2024-11-14,24.8,119.1,412459995,0.4916,0
2024-11-14,24.8,119.5,412459995,4.715,0.1469
2024-11-14,24.8,119.7,412459995,0.5416,0.5416
2024-11-14,24.8,119.2,412466286,2.7302,2.3041
2024-11-14,24.8,119,412466286,0.525,0
2024-11-14,24.8,119.1,412466286,0.2355,0
2024-11-14,24.8,118.9,412466286,8.6955,0
2024-11-14,24.8,118.9,412467327,7.6427,0
2024-11-14,24.8,119,412472701,0.5819,0
2024-11-14,24.8,119.1,412472701,0.3288,0
2024-11-14,24.8,119.3,412472701,1.4736,1.4736
2024-11-14,24.8,118.9,412472701,11.5472,0
2024-11-14,24.8,119.2,412472701,3.1602,3.1602
2024-11-14,24.8,118.9,412473216,23.9205,0
2024-11-14,24.8,119.3,412478589,0.4955,0
2024-11-14,24.8,119.1,412480295,0.6286,0
2024-11-14,24.8,119,412480295,6.8788,0
2024-11-14,24.8,119.8,412481111,2.248,0
2024-11-14,24.8,119.9,412481111,0.2913,0
2024-11-14,24.8,119.7,412481111,0.745,0
2024-11-14,24.8,119.6,412481111,0.6833,0
2024-11-14,24.8,119.5,412481111,1.1994,0
2024-11-14,24.8,119.4,412481111,0.1247,0
2024-11-14,24.8,119,412491571,1.9602,0
2024-11-14,24.8,119.2,412491571,4.4966,2.2555
2024-11-14,24.8,119.3,412491571,0.3044,0
2024-11-14,24.8,118.9,412491571,11.2008,0
2024-11-14,24.8,119.1,412491571,1.1541,0
2024-11-14,24.8,118.9,412495023,10.5347,0
2024-11-14,24.8,118.8,412507911,2.0572,0.9383
2024-11-14,24.8,118.9,412507952,0.478,0.478
2024-11-14,24.8,118.7,412508216,24.0111,24.0111
2024-11-14,24.8,118.7,412508223,24.5047,2.5986
2024-11-14,24.8,118.7,412508239,23.3591,23.2086
2024-11-14,24.8,118.7,412508246,2.9016,2.9016
2024-11-14,24.8,118.7,412508655,4.4508,4.4508
2024-11-14,24.8,118.7,412508714,0.8005,0.6505
2024-11-14,24.8,118.7,412508719,1.4008,1.4008
2024-11-14,24.8,118.7,412508727,6.7005,6.7005
2024-11-14,24.8,118.7,412508735,0.4997,0.4997
2024-11-14,24.8,118.7,412508743,0.6002,0.6002
2024-11-14,24.8,118.7,412508747,1.205,1.205
2024-11-14,24.8,118.8,412508819,0.5022,0
2024-11-14,24.8,118.8,412509186,9.8494,0
2024-11-14,24.8,118.7,412509186,15.9033,2.2008
2024-11-14,24.8,118.6,412536985,1.24,0.408
2024-11-14,24.8,118.7,412536985,1.2477,0.6722
2024-11-14,24.8,119.1,412551568,4.8394,3.4458
2024-11-14,24.8,119.2,412551568,2.6058,0.0702
2024-11-14,24.8,119,412551568,1.5316,1.5316
2024-11-14,24.8,119.6,412556789,2.1191,2.1191
2024-11-14,24.8,119.8,412568780,1.5999,1.0888
2024-11-14,24.8,120.1,412568780,1.2938,0.623
2024-11-14,24.8,120,412568780,0.5941,0
2024-11-14,24.8,119.9,412568780,0.7602,0.3199
2024-11-14,24.8,119.7,412568780,1.0825,0.8324
2024-11-14,24.8,119.8,412573676,1.0777,1.0777
2024-11-14,24.8,119.7,412578900,2.7916,2.7916
2024-11-14,24.8,119.8,412578900,0.6861,0.6861
2024-11-14,24.8,119.1,412665880,1.8583,1.1666
2024-11-14,24.8,118.8,412739223,21.0488,0
2024-11-14,24.8,119.3,412764815,6.9797,6.9797
2024-11-14,24.8,119.4,412764815,6.0761,6.0761
2024-11-14,24.8,120.1,412800099,2.4744,2.4744
2024-11-14,24.8,118.8,412805458,24.5511,9.0705
2024-11-14,24.8,118.9,412807523,1.6772,1.6772
2024-11-14,24.8,118.8,412807523,18.1633,7.4036
2024-11-14,24.8,119.7,412816357,1.4883,1.4883
2024-11-14,24.8,119,412898089,1.4413,0.8166
2024-11-14,24.8,119.2,412898089,1.1886,1.1886
2024-11-14,24.8,119.1,412898089,6.6861,6.4194
2024-11-14,24.8,119.6,412985263,2.6886,2.6886
2024-11-14,24.8,119.5,412985263,0.8222,0.8222
2024-11-14,24.8,119.8,412985263,0.7552,0.2541
2024-11-14,24.8,119.7,412985263,0.6294,0.3788
2024-11-14,24.8,119.9,413006685,0.4483,0
2024-11-14,24.8,119.8,413006685,2.3441,1.0174
2024-11-14,24.8,119,413033066,0.225,0.225
2024-11-14,24.8,118.9,413033066,0.443,0.443
2024-11-14,24.8,119.8,413300765,0.7497,0.7497
2024-11-14,24.8,119.8,413578891,12.2427,9.2791
2024-11-14,24.8,119.7,413578891,7.5283,7.0358
2024-11-14,24.8,119.8,413578991,10.8455,5.3038
2024-11-14,24.8,119.7,413578991,7.6963,5.6233
2024-11-14,24.8,119.8,413683381,0.2377,0.0252
2024-11-14,24.8,119,413786783,0.5505,0
2024-11-14,24.8,119.3,413786783,2.4352,2.4352
2024-11-14,24.8,119.1,413786783,1.1416,0.6913
2024-11-14,24.8,119.2,413786783,10.9494,10.9494
2024-11-14,24.8,119.9,415198871,1.1166,1.1166
2024-11-14,24.8,119.8,415198871,1.688,1.688
2024-11-14,24.8,118.7,415327351,29.5172,0
2024-11-14,24.8,119.1,415432819,0.1586,0
2024-11-14,24.8,119,415432819,3.1852,2.1438
2024-11-14,24.8,121.8,416000159,6.9802,4.0319
2024-11-14,24.8,121.9,416000257,1.1299,0
2024-11-14,24.8,122.2,416000478,6.243,1.898
2024-11-14,24.8,122.4,416000478,0.7658,0.288
2024-11-14,24.8,122.3,416000478,1.9891,1.2836
2024-11-14,24.8,122.1,416000478,1.523,0
2024-11-14,24.8,121.9,416000643,1.1463,0
2024-11-14,24.8,120.9,416000668,10.318,0
2024-11-14,24.8,120.8,416000668,0.8005,0
2024-11-14,24.8,120.8,416000705,2.9797,2.9336
2024-11-14,24.8,120.9,416000705,13.2866,0
2024-11-14,24.8,120.7,416000816,0.8066,0.8066
2024-11-14,24.8,120.8,416000816,1.1163,1.1163
2024-11-14,24.8,122.5,416000961,0.8708,0
2024-11-14,24.8,122.6,416000961,0.7766,0
2024-11-14,24.8,122.7,416000961,0.82,0
2024-11-14,24.8,122.1,416000961,0.8616,0
2024-11-14,24.8,122.2,416000961,0.8277,0
2024-11-14,24.8,122.3,416000961,0.9061,0
2024-11-14,24.8,122,416000961,0.3441,0
2024-11-14,24.8,122.8,416000961,4.1613,0
2024-11-14,24.8,122.4,416000961,0.9,0
2024-11-14,24.8,123.3,416000961,0.2533,0
2024-11-14,24.8,121.9,416000997,0.0997,0
2024-11-14,24.8,121.8,416000997,1.3375,0
2024-11-14,24.8,118.9,416000998,0.2608,0
2024-11-14,24.8,119,416000998,0.6172,0
2024-11-14,24.8,122.1,416001009,1.4352,0
2024-11-14,24.8,122.3,416001009,0.26,0.0702
2024-11-14,24.8,122.2,416001009,4.5455,1.2097
2024-11-14,24.8,121.8,416001131,6.2627,5.903
2024-11-14,24.8,121.9,416001231,1.745,1.745
2024-11-14,24.8,121.8,416001242,0,0
2024-11-14,24.8,122,416001246,0.4963,0
2024-11-14,24.8,122.1,416001249,0.9233,0
2024-11-14,24.8,122.2,416001249,0.5872,0
2024-11-14,24.8,122,416001521,0.7705,0
2024-11-14,24.8,121.9,416001581,2.6236,2.6236
2024-11-14,24.8,121.8,416001673,5.613,5.613
2024-11-14,24.8,121.9,416001882,0.9372,0.9372
2024-11-14,24.8,121.8,416001882,1.7911,0
2024-11-14,24.8,121.8,416001898,6.4083,5.5391
2024-11-14,24.8,121.8,416002055,0.6102,0
2024-11-14,24.8,120.6,416002086,1.0708,0
2024-11-14,24.8,120.9,416002422,24.1877,2.0308
2024-11-14,24.8,120.8,416002422,8.41,6.9013
2024-11-14,24.8,160.9,416002904,0.335,0
2024-11-14,24.8,160.4,416002904,1.1777,1.1777
2024-11-14,24.8,160.3,416002904,1.9927,1.9927
2024-11-14,24.8,160.2,416002904,0.4991,0.4991
2024-11-14,24.8,161,416002904,0.7072,0
2024-11-14,24.8,121.8,416003248,24.75,1.6566
2024-11-14,24.8,122.2,416003371,0.8733,0
2024-11-14,24.8,122.9,416003371,0.7658,0
2024-11-14,24.8,122.6,416003371,0.7766,0
2024-11-14,24.8,122,416003371,0.6688,0
2024-11-14,24.8,122.5,416003371,0.8844,0
2024-11-14,24.8,123,416003371,5.4422,0
2024-11-14,24.8,122.1,416003371,0.7216,0
2024-11-14,24.8,122.7,416003371,0.7436,0
